id,description
C-244/02,"Order of 16 October 2003, Kauppatalo Hansel (C-244/02, ECR 2003 p. I-12139) ECLI:EU:C:2003:560"
C-245/02,"Judgment of 16 November 2004, Anheuser-Busch (C-245/02, ECR 2004 p. I-10989) ECLI:EU:C:2004:717"
C-246/02,"Jonusas (C-246/02) , see Case  C-238/02"
C-247/02,"Judgment of 7 October 2004, Sintesi (C-247/02, ECR 2004 p. I-9215) ECLI:EU:C:2004:593"
C-248/02,"Judgment of 16 September 2004, Commission / Italy (C-248/02, unpublished) ECLI:EU:C:2004:531"
C-249/02,"Judgment of 11 November 2004, Portugal / Commission (C-249/02, ECR 2004 p. I-10717) ECLI:EU:C:2004:704"
C-250/02,"Order of 8 June 2004, Telecom Italia Mobile (C-250/02 to C-253/02 and C-256/02, unpublished) ECLI:EU:C:2004:335"
C-251/02,"Blu (C-251/02) , see Case  C-250/02"
C-252/02,"Telecom Italia Mobile (C-252/02) , see Case  C-250/02"
C-253/02,"Omnitel Pronto Italia (C-253/02) , see Case  C-250/02"
C-254/02,"Removed from the register on 25 February 2003, Fast Forward Resources (C-254/02) ECLI:EU:C:2003:106"
C-255/02,"Judgment of 21 February 2006, Halifax and others (C-255/02, ECR 2006 p. I-1609) ECLI:EU:C:2006:121"
C-256/02,"WIND Telecomunicazioni (C-256/02) , see Case  C-250/02"
C-257/02,"Removed from the register on 6 May 2004, Stuij en de Man (C-257/02) ECLI:EU:C:2004:293"
C-258/02 P,"Order of 12 December 2003, Bactria / Commission (C-258/02 P, ECR 2003 p. I-15105) ECLI:EU:C:2003:675"
C-259/02,"Order of 27 January 2004, La Mer Technology (C-259/02, ECR 2004 p. I-1159) ECLI:EU:C:2004:50"
C-260/02 P,"Order of 28 February 2005, Becker / Court of Auditors (C-260/02 P, unpublished) ECLI:EU:C:2005:119"
C-261/02,"Removed from the register on 18 February 2004, Commission / France (C-261/02) ECLI:EU:C:2004:107"
C-262/02,"Judgment of 13 July 2004, Commission / France (C-262/02, ECR 2004 p. I-6569) ECLI:EU:C:2004:431"
C-263/02 P,"Judgment of 1 April 2004, Commission / Jégo-Quéré (C-263/02 P, ECR 2004 p. I-3425) ECLI:EU:C:2004:210"
C-264/02,"Judgment of 4 March 2004, Cofinoga (C-264/02, ECR 2004 p. I-2157) ECLI:EU:C:2004:127"
C-265/02,"Judgment of 5 February 2004, Frahuil (C-265/02, ECR 2004 p. I-1543) ECLI:EU:C:2004:77"
C-267/02,"Removed from the register on 16 April 2003, Commission / Italy (C-267/02) ECLI:EU:C:2003:240"
C-268/02,"Removed from the register on 19 November 2002, Commission / Luxembourg (C-268/02) ECLI:EU:C:2002:699"
C-269/02,"Judgment of 24 June 2004, Commission / France (C-269/02, unpublished) ECLI:EU:C:2004:387"
C-270/02,"Judgment of 5 February 2004, Commission / Italy (C-270/02, ECR 2004 p. I-1559) ECLI:EU:C:2004:78"
C-271/02,"Judgment of 16 December 2004, Commission / Sweden (C-271/02, unpublished) ECLI:EU:C:2004:808"
C-272/02,"Removed from the register on 2 December 2004, Commission / Council (C-272/02) ECLI:EU:C:2004:763"
C-273/02,"Removed from the register on 16 December 2004, Parliament / Council (C-273/02) ECLI:EU:C:2004:809"
C-274/02,"Removed from the register on 5 December 2002, Commission / France (C-274/02) ECLI:EU:C:2002:733"
C-275/02,"Judgment of 30 September 2004, Ayaz (C-275/02, ECR 2004 p. I-8765) ECLI:EU:C:2004:570"
C-276/02,"Judgment of 14 September 2004, Spain / Commission (C-276/02, ECR 2004 p. I-8091) ECLI:EU:C:2004:521"
C-277/02,"Judgment of 16 December 2004, EU-Wood-Trading (C-277/02, ECR 2004 p. I-11957) ECLI:EU:C:2004:810"
C-278/02,"Judgment of 24 June 2004, Handlbauer (C-278/02, ECR 2004 p. I-6171) ECLI:EU:C:2004:388"
C-279/02 P,"Judgment of 14 October 2004, Antas de Campos / Parliament (C-279/02 P, unpublished) ECLI:EU:C:2004:618"
C-280/02,"Judgment of 23 September 2004, Commission / France (C-280/02, ECR 2004 p. I-8573) ECLI:EU:C:2004:548"
C-281/02,"Judgment of 1 March 2005, Owusu (C-281/02, ECR 2005 p. I-1383) ECLI:EU:C:2005:120"
C-282/02,"Judgment of 2 June 2005, Commission / Ireland (C-282/02, ECR 2005 p. I-4653) ECLI:EU:C:2005:334"
C-283/02,"Judgment of 3 March 2005, Italy / Commission (C-283/02, unpublished) ECLI:EU:C:2005:125"
C-284/02,"Judgment of 18 November 2004, Sass (C-284/02, ECR 2004 p. I-11143) ECLI:EU:C:2004:722"
C-285/02,"Judgment of 27 May 2004, Elsner-Lakeberg (C-285/02, ECR 2004 p. I-5861) ECLI:EU:C:2004:320"
C-286/02,"Judgment of 1 April 2004, Bellio F.lli (C-286/02, ECR 2004 p. I-3465) ECLI:EU:C:2004:212"
C-287/02,"Judgment of 9 June 2005, Spain / Commission (C-287/02, ECR 2005 p. I-5093) ECLI:EU:C:2005:368"
C-288/02,"Judgment of 21 October 2004, Commission / Greece (C-288/02, ECR 2004 p. I-10071) ECLI:EU:C:2004:647"
C-289/02,"Judgment of 11 December 2003, AMOK (C-289/02, ECR 2003 p. I-15059) ECLI:EU:C:2003:669"
C-290/02,"Italy / Commission (C-290/02) ECLI:EU:C:2004:336, see Case  T-222/04"
C-291/02,"Removed from the register on 28 May 2003, Rethmann Photo Recycling (C-291/02) ECLI:EU:C:2003:313"
C-292/02,"Judgment of 9 September 2004, Meiland Azewijn (C-292/02, ECR 2004 p. I-7905) ECLI:EU:C:2004:499"
C-293/02,"Judgment of 8 November 2005, Jersey Produce Marketing Organisation (C-293/02, ECR 2005 p. I-9543) ECLI:EU:C:2005:664"
C-294/02,"Judgment of 17 March 2005, Commission / AMI Semiconductor Belgium and others (C-294/02, ECR 2005 p. I-2175) ECLI:EU:C:2005:172"
C-295/02,"Judgment of 1 July 2004, Gerken (C-295/02, ECR 2004 p. I-6369) ECLI:EU:C:2004:400"
C-296/02 R,"Order of 23 October 2002, Austria / Commission (C-296/02 R, ECR 2002 p. I-9159) ECLI:EU:C:2002:609"
C-296/02,"Removed from the register on 16 March 2004, Austria / Commission (C-296/02) ECLI:EU:C:2004:152"
C-297/02,"Judgment of 23 September 2004, Italy / Commission (C-297/02, unpublished) ECLI:EU:C:2004:550"
C-298/02,"Judgment of 14 October 2004, Italy / Commission (C-298/02, unpublished) ECLI:EU:C:2004:619"
C-299/02,"Judgment of 14 October 2004, Commission / Netherlands (C-299/02, ECR 2004 p. I-9761) ECLI:EU:C:2004:620"
C-300/02,"Judgment of 24 February 2005, Greece / Commission (C-300/02, ECR 2005 p. I-1341) ECLI:EU:C:2005:103"
C-301/02 P,"Judgment of 26 May 2005, Tralli / ECB (C-301/02 P, ECR 2005 p. I-4071) ECLI:EU:C:2005:306"
C-302/02,"Judgment of 20 January 2005, Laurin Effing (C-302/02, ECR 2005 p. I-553) ECLI:EU:C:2005:36"
C-303/02,"Judgment of 4 March 2004, Haackert (C-303/02, ECR 2004 p. I-2195) ECLI:EU:C:2004:128"
C-304/02,"Judgment of 12 July 2005, Commission / France (C-304/02, ECR 2005 p. I-6263) ECLI:EU:C:2005:444"
C-305/02,"Removed from the register on 28 January 2004, Commission / United Kingdom (C-305/02) ECLI:EU:C:2004:55"
C-306/02,"Order of 27 March 2003, Petrolvilla & Bortolotti and others (C-306/02, unpublished) ECLI:EU:C:2003:188"
C-307/02,"Judgment of 16 October 2003, Commission / France (C-307/02, ECR 2003 p. I-12155) ECLI:EU:C:2003:562"
C-308/02,"Removed from the register on 30 September 2003, Commission / Luxembourg (C-308/02) ECLI:EU:C:2003:522"
C-309/02,"Judgment of 14 December 2004, Radlberger Getränkegesellschaft and S. Spitz (C-309/02, ECR 2004 p. I-11763) ECLI:EU:C:2004:799"
C-310/02,"Removed from the register on 28 January 2004, Commission / United Kingdom (C-310/02) ECLI:EU:C:2004:56"
C-311/02,"Removed from the register on 6 June 2003, Commission / Greece (C-311/02) ECLI:EU:C:2003:331"
C-312/02,"Judgment of 7 October 2004, Sweden / Commission (C-312/02, ECR 2004 p. I-9247) ECLI:EU:C:2004:594"
C-313/02,"Judgment of 12 October 2004, Wippel (C-313/02, ECR 2004 p. I-9483) ECLI:EU:C:2004:607"
C-314/02,"Netherlands / Commission (C-314/02) ECLI:EU:C:2004:337, see Case  T-228/04"
C-315/02,"Judgment of 15 July 2004, Lenz (C-315/02, ECR 2004 p. I-7063) ECLI:EU:C:2004:446"
C-316/02 P,"Removed from the register on 16 February 2004, Hijos de Andrés Molina / Commission (C-316/02 P) ECLI:EU:C:2004:102"
C-317/02,"Judgment of 18 November 2004, Commission / Ireland (C-317/02, unpublished) ECLI:EU:C:2004:724"
C-318/02,"Judgment of 24 February 2005, Netherlands / Commission (C-318/02, unpublished) ECLI:EU:C:2005:104"
C-319/02,"Judgment of 7 September 2004, Manninen (C-319/02, ECR 2004 p. I-7477) ECLI:EU:C:2004:484"
C-320/02,"Judgment of 1 April 2004, Stenholmen (C-320/02, ECR 2004 p. I-3509) ECLI:EU:C:2004:213"
C-321/02,"Judgment of 15 July 2004, Harbs (C-321/02, ECR 2004 p. I-7101) ECLI:EU:C:2004:447"
C-322/02,"Removed from the register on 17 May 2004, Weller (C-322/02) ECLI:EU:C:2004:301"
C-323/02,"Judgment of 11 September 2003, Commission / Hydrowatt (C-323/02, ECR 2003 p. I-9071) ECLI:EU:C:2003:461"
C-324/02,"Removed from the register on 10 February 2003, Commission / Spain (C-324/02) ECLI:EU:C:2003:79"
C-325/02,"Judgment of 16 October 2003, Commission / Luxembourg (C-325/02, ECR 2003 p. I-12163) ECLI:EU:C:2003:563"
C-326/02,"Removed from the register on 30 July 2003, Commission / Spain (C-326/02) ECLI:EU:C:2003:422"
C-327/02,"Judgment of 16 November 2004, Panayotova and others (C-327/02, ECR 2004 p. I-11055) ECLI:EU:C:2004:718"
C-328/02,"Judgment of 12 October 2004, Commission / Greece (C-328/02, unpublished) ECLI:EU:C:2004:608"
C-329/02 P,"Judgment of 16 September 2004, SAT.1 / OHIM (C-329/02 P, ECR 2004 p. I-8317) ECLI:EU:C:2004:532"
C-330/02,"Removed from the register on 14 October 2004, Commission / Ireland (C-330/02) ECLI:EU:C:2004:621"
C-331/02,"Removed from the register on 31 January 2003, Commission / United Kingdom (C-331/02) ECLI:EU:C:2003:66"
C-332/02,"Judgment of 27 November 2003, Commission / United Kingdom (C-332/02, ECR 2003 p. I-14431) ECLI:EU:C:2003:646"
C-333/02,"Removed from the register on 4 April 2005, Italy / Commission (C-333/02) ECLI:EU:C:2005:195"
C-334/02,"Judgment of 4 March 2004, Commission / France (C-334/02, ECR 2004 p. I-2229) ECLI:EU:C:2004:129"
C-335/02,"Judgment of 22 May 2003, Commission / Luxembourg (C-335/02, ECR 2003 p. I-5531) ECLI:EU:C:2003:312"
C-336/02,"Judgment of 14 October 2004, Brangewitz (C-336/02, ECR 2004 p. I-9801) ECLI:EU:C:2004:622"
C-337/02,"Removed from the register on 4 February 2003, Commission / Italy (C-337/02) ECLI:EU:C:2003:67"
C-338/02,"Judgment of 9 November 2004, Fixtures Marketing (C-338/02, ECR 2004 p. I-10497) ECLI:EU:C:2004:696"
C-339/02,"Removed from the register on 13 February 2003, Commission / Portugal (C-339/02) ECLI:EU:C:2003:100"
C-340/02,"Judgment of 14 October 2004, Commission / France (C-340/02, ECR 2004 p. I-9845) ECLI:EU:C:2004:623"
C-341/02,"Judgment of 14 April 2005, Commission / Germany (C-341/02, ECR 2005 p. I-2733) ECLI:EU:C:2005:220"
C-342/02,"Removed from the register on 17 September 2003, Commission / France (C-342/02) ECLI:EU:C:2003:469"
C-343/02,"Removed from the register on 2 April 2003, Commission / France (C-343/02) ECLI:EU:C:2003:191"
C-344/02,"Removed from the register on 6 February 2003, Commission / France (C-344/02) ECLI:EU:C:2003:78"
C-345/02,"Judgment of 15 July 2004, Pearle and others (C-345/02, ECR 2004 p. I-7139) ECLI:EU:C:2004:448"
C-346/02,"Judgment of 7 September 2004, Commission / Luxembourg (C-346/02, ECR 2004 p. I-7517) ECLI:EU:C:2004:485"
C-347/02,"Judgment of 7 September 2004, Commission / France (C-347/02, ECR 2004 p. I-7557) ECLI:EU:C:2004:486"
C-348/02,"Judgment of 2 October 2003, Commission / Italy (C-348/02, ECR 2003 p. I-11653) ECLI:EU:C:2003:541"
C-349/02,"Removed from the register on 3 May 2004, Commission / Italy (C-349/02) ECLI:EU:C:2004:286"
C-350/02,"Judgment of 24 June 2004, Commission / Netherlands (C-350/02, ECR 2004 p. I-6213) ECLI:EU:C:2004:389"
C-351/02,"Removed from the register on 5 June 2003, Commission / Greece (C-351/02) ECLI:EU:C:2003:328"
C-352/02,"Judgment of 5 June 2003, Commission / Greece (C-352/02, ECR 2003 p. I-5651) ECLI:EU:C:2003:329"
C-353/02,"Removed from the register on 2 June 2003, Commission / Austria (C-353/02) ECLI:EU:C:2003:315"
C-354/02,"Removed from the register on 2 June 2003, Commission / Austria (C-354/02) ECLI:EU:C:2003:316"
C-355/02,"Removed from the register on 2 June 2003, Commission / Austria (C-355/02) ECLI:EU:C:2003:317"
C-356/02,"Removed from the register on 12 December 2002, Hennecart (C-356/02) ECLI:EU:C:2002:774"
C-357/02,"Order of 5 February 2004, Sonae Distribuição (C-357/02, unpublished) ECLI:EU:C:2004:79"
C-358/02,"Order of 27 April 2004, Haddad (C-358/02, unpublished) ECLI:EU:C:2004:230"
C-359/02,"Removed from the register on 26 January 2004, Lanzotti (C-359/02) ECLI:EU:C:2004:47"
C-360/02 P,"Order of 29 October 2004, Ripa di Meana / Parliament (C-360/02 P, ECR 2004 p. I-10339) ECLI:EU:C:2004:690"
C-361/02,"Judgment of 1 July 2004, Tsapalos and Diamantakis (C-361/02 and C-362/02, ECR 2004 p. I-6405) ECLI:EU:C:2004:401"
C-362/02,"Diamantakis (C-362/02) , see Case  C-361/02"
C-363/02,"Removed from the register on 3 April 2003, Commission / Portugal (C-363/02) ECLI:EU:C:2003:202"
C-364/02,"Removed from the register on 2 June 2003, Commission / Greece (C-364/02) ECLI:EU:C:2003:318"
C-365/02,"Judgment of 15 July 2004, Lindfors (C-365/02, ECR 2004 p. I-7183) ECLI:EU:C:2004:449"
C-366/02,"Judgment of 16 September 2004, Gschoßmann (C-366/02, ECR 2004 p. I-8355) ECLI:EU:C:2004:533"
C-367/02,"Removed from the register on 26 March 2003, Deutsche Telekom (C-367/02) ECLI:EU:C:2003:185"
C-368/02,"Removed from the register on 23 January 2003, Commission / Spain (C-368/02) ECLI:EU:C:2003:54"
C-369/02,"Removed from the register on 6 May 2003, Commission / Greece (C-369/02) ECLI:EU:C:2003:249"
C-370/02,"Removed from the register on 16 September 2003, Commission / Belgium (C-370/02) ECLI:EU:C:2003:466"
C-371/02,"Judgment of 29 April 2004, Björnekulla Fruktindustrier (C-371/02, ECR 2004 p. I-5791) ECLI:EU:C:2004:275"
C-372/02,"Judgment of 11 November 2004, Adanez-Vega (C-372/02, ECR 2004 p. I-10761) ECLI:EU:C:2004:705"
C-373/02,"Judgment of 28 April 2004, Öztürk (C-373/02, ECR 2004 p. I-3605) ECLI:EU:C:2004:232"
C-374/02,"Removed from the register on 19 January 2004, Commission / Italy (C-374/02) ECLI:EU:C:2004:33"
C-375/02,"Judgment of 9 September 2004, Commission / Italy (C-375/02, unpublished) ECLI:EU:C:2004:500"
C-376/02,"Judgment of 26 April 2005, ""Goed Wonen"" (C-376/02, ECR 2005 p. I-3445) ECLI:EU:C:2005:251"
C-377/02,"Judgment of 1 March 2005, Van Parys (C-377/02, ECR 2005 p. I-1465) ECLI:EU:C:2005:121"
C-378/02,"Judgment of 2 June 2005, Waterschap Zeeuws Vlaanderen (C-378/02, ECR 2005 p. I-4685) ECLI:EU:C:2005:335"
C-379/02,"Judgment of 7 October 2004, Imexpo Trading (C-379/02, ECR 2004 p. I-9273) ECLI:EU:C:2004:595"
C-380/02,"Removed from the register on 18 September 2003, Fantom Gebäudereinigung (C-380/02) ECLI:EU:C:2003:488"
C-381/02,"Order of 29 January 2004, Cerafel (C-381/02, ECR 2004 p. I-1251) ECLI:EU:C:2004:65"
C-382/02,"Judgment of 16 September 2004, Cimber Air (C-382/02, ECR 2004 p. I-8379) ECLI:EU:C:2004:534"
C-383/02,"Judgment of 9 September 2004, Commission / Italy (C-383/02, unpublished) ECLI:EU:C:2004:501"
C-384/02,"Judgment of 22 November 2005, Grøngaard and Bang (C-384/02, ECR 2005 p. I-9939) ECLI:EU:C:2005:708"
C-385/02,"Judgment of 14 September 2004, Commission / Italy (C-385/02, ECR 2004 p. I-8121) ECLI:EU:C:2004:522"
C-386/02,"Judgment of 16 September 2004, Baldinger (C-386/02, ECR 2004 p. I-8411) ECLI:EU:C:2004:535"
C-387/02,"Judgment of 3 May 2005, Berlusconi and others (C-387/02, C-391/02 and C-403/02, ECR 2005 p. I-3565) ECLI:EU:C:2005:270"
C-388/02,"Judgment of 16 October 2003, Commission / Ireland (C-388/02, ECR 2003 p. I-12173) ECLI:EU:C:2003:565"
C-389/02,"Judgment of 1 April 2004, Deutsche See-Bestattungs-Genossenschaft (C-389/02, ECR 2004 p. I-3537) ECLI:EU:C:2004:214"
C-390/02,"Removed from the register on 18 November 2003, Commission / Greece (C-390/02) ECLI:EU:C:2003:620"
C-391/02,"Adelchi (C-391/02) , see Case  C-387/02"
C-392/02,"Judgment of 15 November 2005, Commission / Denmark (C-392/02, ECR 2005 p. I-9811) ECLI:EU:C:2005:683"
C-393/02,"Removed from the register on 18 June 2003, Commission / Portugal (C-393/02) ECLI:EU:C:2003:353"
C-394/02,"Judgment of 2 June 2005, Commission / Greece (C-394/02, ECR 2005 p. I-4713) ECLI:EU:C:2005:336"
C-395/02,"Order of 3 March 2004, Transport Service (C-395/02, ECR 2004 p. I-1991) ECLI:EU:C:2004:118"
C-396/02,"Judgment of 16 September 2004, DFDS (C-396/02, ECR 2004 p. I-8439) ECLI:EU:C:2004:536"
C-397/02,"Judgment of 9 September 2004, Clinique La Ramée and Winterthur (C-397/02, ECR 2004 p. I-7947) ECLI:EU:C:2004:502"
C-398/02,"Judgment of 27 May 2004, Commission / Spain (C-398/02, unpublished) ECLI:EU:C:2004:323"
C-399/02 P(R),"Order of 12 February 2003, Marcuccio / Commission (C-399/02 P(R), ECR 2003 p. I-1417) ECLI:EU:C:2003:90"
C-400/02,"Judgment of 16 September 2004, Merida (C-400/02, ECR 2004 p. I-8471) ECLI:EU:C:2004:537"
C-401/02,"Removed from the register on 2 June 2004, Commission / Germany (C-401/02) ECLI:EU:C:2004:327"
C-402/02,"Judgment of 7 October 2004, Commission / France (C-402/02, unpublished) ECLI:EU:C:2004:596"
C-403/02,"Dell'Utri and others (C-403/02) , see Case  C-387/02"
C-404/02,"Judgment of 16 September 2004, Nichols (C-404/02, ECR 2004 p. I-8499) ECLI:EU:C:2004:538"
C-405/02,"Removed from the register on 13 February 2004, Commission / United Kingdom (C-405/02) ECLI:EU:C:2004:100"
C-406/02,"Judgment of 12 February 2004, Commission / Belgium (C-406/02, ECR 2004 p. I-1889) ECLI:EU:C:2004:97"
C-407/02,"Removed from the register on 25 June 2003, Commission / Greece (C-407/02) ECLI:EU:C:2003:370"
C-408/02,"Order of 11 December 2003, Da Silva Carvalho (C-408/02, unpublished) ECLI:EU:C:2003:672"
C-409/02 P,"Judgment of 14 October 2004, Pflugradt / ECB (C-409/02 P, ECR 2004 p. I-9873) ECLI:EU:C:2004:625"
C-410/02,"Removed from the register on 25 October 2004, Commission / Ireland (C-410/02) ECLI:EU:C:2004:658"
C-411/02,"Judgment of 14 September 2004, Commission / Austria (C-411/02, ECR 2004 p. I-8155) ECLI:EU:C:2004:523"
C-412/02,"Removed from the register on 11 March 2003, Belgian Refining Corporation and others (C-412/02) ECLI:EU:C:2003:148"
C-413/02,"Removed from the register on 13 March 2003, Sips and others (C-413/02) ECLI:EU:C:2003:160"
C-414/02,"Judgment of 23 September 2004, Spedition Ulustrans (C-414/02, ECR 2004 p. I-8633) ECLI:EU:C:2004:551"
C-415/02,"Judgment of 15 July 2004, Commission / Belgium (C-415/02, ECR 2004 p. I-7215) ECLI:EU:C:2004:450"
C-416/02,"Judgment of 8 September 2005, Commission / Spain (C-416/02, ECR 2005 p. I-7487) ECLI:EU:C:2005:511"
C-417/02,"Judgment of 9 September 2004, Commission / Greece (C-417/02, ECR 2004 p. I-7973) ECLI:EU:C:2004:503"
C-418/02,"Judgment of 7 July 2005, Praktiker Bau- und Heimwerkermärkte (C-418/02, ECR 2005 p. I-5873) ECLI:EU:C:2005:425"
C-419/02,"Judgment of 21 February 2006, BUPA Hospitals and Goldsborough Developments (C-419/02, ECR 2006 p. I-1685) ECLI:EU:C:2006:122"
C-420/02,"Judgment of 18 November 2004, Commission / Greece (C-420/02, ECR 2004 p. I-11175) ECLI:EU:C:2004:727"
C-421/02,"Judgment of 24 June 2004, Commission / United Kingdom (C-421/02, unpublished) ECLI:EU:C:2004:390"
C-422/02 P,"Judgment of 27 January 2005, Europe Chemi-Con (Deutschland) / Council (C-422/02 P, ECR 2005 p. I-791) ECLI:EU:C:2005:56"
C-423/02,"Judgment of 16 October 2003, Commission / United Kingdom (C-423/02, ECR 2003 p. I-12181) ECLI:EU:C:2003:566"
C-424/02,"Judgment of 15 July 2004, Commission / United Kingdom (C-424/02, ECR 2004 p. I-7249) ECLI:EU:C:2004:452"
C-425/02,"Judgment of 11 November 2004, Delahaye (C-425/02, ECR 2004 p. I-10823) ECLI:EU:C:2004:706"
C-426/02,"Judgment of 21 October 2004, Commission / Greece (C-426/02, unpublished) ECLI:EU:C:2004:648"
C-427/02 P,"Order of 10 July 2003, Di Pietro / Court of Auditors (C-427/02 P, unpublished) ECLI:EU:C:2003:412"
C-428/02,"Judgment of 3 March 2005, Fonden Marselisborg Lystbådehavn (C-428/02, ECR 2005 p. I-1527) ECLI:EU:C:2005:126"
C-429/02,"Judgment of 13 July 2004, Bacardi France (C-429/02, ECR 2004 p. I-6613) ECLI:EU:C:2004:432"
C-430/02,"Removed from the register on 23 December 2003, Commission / Italy (C-430/02) ECLI:EU:C:2003:677"
C-431/02,"Judgment of 12 October 2004, Commission / United Kingdom (C-431/02, unpublished) ECLI:EU:C:2004:609"
C-432/02,"Removed from the register on 29 January 2004, Trombin (C-432/02) ECLI:EU:C:2004:66"
C-433/02,"Judgment of 16 October 2003, Commission / Belgium (C-433/02, ECR 2003 p. I-12191) ECLI:EU:C:2003:567"
C-434/02,"Judgment of 14 December 2004, Arnold André (C-434/02, ECR 2004 p. I-11825) ECLI:EU:C:2004:800"
C-435/02,"Order of 23 September 2004, Springer (C-435/02 and C-103/03, ECR 2004 p. I-8663) ECLI:EU:C:2004:552"
C-436/02,"Removed from the register on 22 January 2004, Commission / Ireland (C-436/02) ECLI:EU:C:2004:45"
C-437/02,"Judgment of 17 March 2005, Commission / Finland (C-437/02, unpublished) ECLI:EU:C:2005:173"
C-438/02,"Judgment of 31 May 2005, Hanner (C-438/02, ECR 2005 p. I-4551) ECLI:EU:C:2005:332"
